Codigo;NomeBarragem;NomeEmpreendedor;CpfCnpjFormatado;LatitudeFormatada;LongitudeFormatada;CoordenadaSIRGAFormatado;Municipio;UF;Minerio;Altura;VolumeAtualFormatado;MetodoConstrutivoFormatado;CategoriaRisco;DanoPotencial;GestaoOperacional;InseridaPNSBFormatada;SituacaoNivelEmergencial;SituacaoDeclaracaoCondicaoEstabilidade;SituacaoDeclaracaoCondicaoEstabilidadeRPSB;SituacaoDeclaracaoConformidadeOperacionalidade;SituacaoOperacionalFormatado;StatusEmbargo
8942;Dique 01 - Serra Azul;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°07'11.260";-44°23'07.880";Sul do Equador;MATEUS LEME;MG;-;14,00;12.347,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8957;Dique 01 de Terra;ARCELORMITTAL BRASIL S.A.;17.469.701/0001-77;-20°08'19.363";-44°24'02.991";Sul do Equador;ITATIAIUÇU;MG;-;9,00;15.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9735;DIQUE 01 PL PAG 03;MINERACAO MARACA INDUSTRIA E COMERCIO S/A;86.902.053/0001-13;-14°15'12.930";-49°25'33.580";Sul do Equador;ALTO HORIZONTE;GO;-;1,50;5.960,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9736;DIQUE 01 PL SW;MINERACAO MARACA INDUSTRIA E COMERCIO S/A;86.902.053/0001-13;-14°14'45.180";-49°22'50.650";Sul do Equador;ALTO HORIZONTE;GO;-;2,00;1.593,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8509;Dique 01 Serra Azul - Dique Vai e Volta 1;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'44.700";-44°25'12.700";Sul do Equador;MATEUS LEME;MG;-;13,00;30.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8943;Dique 02 - Pitangui;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°07'25.280";-44°22'31.860";Sul do Equador;MATEUS LEME;MG;-;6,00;2.100,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9738;DIQUE 02 PL PAG 03;MINERACAO MARACA INDUSTRIA E COMERCIO S/A;86.902.053/0001-13;-14°15'22.900";-49°25'28.280";Sul do Equador;ALTO HORIZONTE;GO;-;2,00;10.258,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9739;DIQUE 02 PL SUL;MINERACAO MARACA INDUSTRIA E COMERCIO S/A;86.902.053/0001-13;-14°14'25.740";-49°21'54.040";Sul do Equador;ALTO HORIZONTE;GO;-;3,00;5.564,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9737;DIQUE 02 PL SW;MINERACAO MARACA INDUSTRIA E COMERCIO S/A;86.902.053/0001-13;-14°15'09.748";-49°23'20.385";Sul do Equador;ALTO HORIZONTE;GO;-;2,50;9.708,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8513;Dique 02 Serra Azul - Dique Vai e Volta 2;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'49.000";-44°25'21.000";Sul do Equador;MATEUS LEME;MG;-;12,00;45.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8963;Dique 03;MINERACAO COMISA LTDA;03.405.415/0001-33;-20°07'17.760";-44°19'09.740";Sul do Equador;BRUMADINHO;MG;-;5,00;900,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8514;Dique 03 Serra Azul - Dique Vai e Volta 3;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'50.650";-44°25'36.130";Sul do Equador;MATEUS LEME;MG;-;11,45;76.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8271;Dique 04;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°33'31.456";-51°10'40.184";Sul do Equador;SÃO FÉLIX DO XINGU;PA;-;5,90;87.700,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8272;Dique 05;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°33'21.445";-51°10'24.538";Sul do Equador;SÃO FÉLIX DO XINGU;PA;-;10,85;405.554,90;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8515;Dique 06;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'42.900";-44°27'22.500";Sul do Equador;ITATIAIUÇU;MG;-;12,00;50.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8287;Dique 06;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°34'49.300";-51°10'27.000";Sul do Equador;SÃO FÉLIX DO XINGU;PA;-;10,50;78.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8944;Dique 06 - Véu da Noiva Jusante;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°07'53.460";-44°22'30.040";Sul do Equador;ITATIAIUÇU;MG;-;14,00;2.500,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8945;Dique 08 - Pátio CMC;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°08'00.950";-44°22'46.450";Sul do Equador;ITATIAIUÇU;MG;-;12,00;48.252,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9295;Dique 1;CARBETO DE SILICIO SIKA BRASIL LTDA;32.870.697/0001-48;-21°18'29.660";-44°39'39.180";Sul do Equador;ITUTINGA;MG;-;2,00;300,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9631;Dique 1;VALE S.A.;33.592.510/0001-54;-20°08'49.844";-43°53'08.710";Sul do Equador;NOVA LIMA;MG;-;5,60;2.221,75;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9056;Dique 1 (Barragem 2 -Britagem);PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'21.000";-46°16'59.400";Sul do Equador;SANTA ISABEL;SP;-;14,00;74.135,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
10247;Dique 1010;SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL;16.628.281/0001-61;-20°11'18.042";-43°29'52.393";Sul do Equador;MARIANA;MG;-;19,55;246.273,00;5 - Alteamento por linha de centro;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado; - ;-;Inativa;Não Embargada
8516;Dique 13 - Pains;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'27.890";-44°24'00.660";Sul do Equador;MATEUS LEME;MG;-;12,45;54.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8517;Dique 14;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'44.900";-44°26'50.600";Sul do Equador;ITATIAIUÇU;MG;-;9,93;54.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9298;Dique 2;CARBETO DE SILICIO SIKA BRASIL LTDA;32.870.697/0001-48;-21°18'29.650";-44°39'42.590";Sul do Equador;ITUTINGA;MG;-;3,00;100,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9988;DIQUE 2;SAMACA FERROS LTDA;16.682.218/0001-03;-15°46'49.250";-40°18'51.950";Sul do Equador;MAIQUINIQUE;BA;Areia;8,50;41.364,95;0 - Etapa única;Alto;Médio;A;Sim;Nível de Emergência 1;2º Campanha 2024 - Atestado; - ;-;Ativa;Embargada
8958;Dique 2 de Concreto;ARCELORMITTAL BRASIL S.A.;17.469.701/0001-77;-20°08'18.900";-44°24'02.700";Sul do Equador;ITATIAIUÇU;MG;-;3,00;200,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8908;Dique 3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°49'53.300";-39°49'29.700";Sul do Equador;JAGUARARI;BA;-;1,50;440.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9299;Dique 3;CARBETO DE SILICIO SIKA BRASIL LTDA;32.870.697/0001-48;-21°18'31.440";-44°39'43.340";Sul do Equador;ITUTINGA;MG;-;1,50;25,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9058;Dique 3 (Barragem 1 - Portaria);PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'23.900";-46°17'05.800";Sul do Equador;SANTA ISABEL;SP;-;20,00;170.000,00;0 - Etapa única;Alto;Baixo;B;Sim;Nível de Emergência 1;2º Campanha 2024 - Atestado;Não Enviado;-;Em descaracterização (projeto/obras/monitoramento);Embargada
9059;Dique 4 (Barragem 3 - Bota fora);PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'24.500";-46°16'31.200";Sul do Equador;SANTA ISABEL;SP;-;8,00;15.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Embargada
9060;Dique 5 (Barragem 4 - Bota fora);PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'21.800";-46°16'28.900";Sul do Equador;SANTA ISABEL;SP;-;10,00;12.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Embargada
9678;Dique B2;ITAMINAS COMERCIO DE MINERIOS SA;18.752.824/0001-83;-20°04'48.940";-44°06'46.590";Sul do Equador;SARZEDO;MG;-;9,78;27.700,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9281;Dique B2 - Pilha de Estéril João Manoel;SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL;16.628.281/0001-61;-20°10'15.254";-43°29'53.120";Sul do Equador;MARIANA;MG;-;10,00;8.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
5865;Dique B3;EMICON MINERACAO E TERRAPLENAGEM LIMITADA;16.679.953/0001-68;-20°07'09.700";-44°18'57.400";Sul do Equador;BRUMADINHO;MG;-;23,50;15.431,00;2 - Alteamento a jusante;Alto;Alto;C;Sim;Nível de Emergência 1;2º Campanha 2024 - Não Enviado;Atestado;Campanha 2024 - Não Enviado;Inativa;Embargada
9282;Dique B3 - Pilha de Estéril João Manoel;SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL;16.628.281/0001-61;-20°10'11.676";-43°29'45.981";Sul do Equador;MARIANA;MG;-;10,00;12.000,00;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
5866;Dique B4;EMICON MINERACAO E TERRAPLENAGEM LIMITADA;16.679.953/0001-68;-20°07'03.300";-44°19'01.900";Sul do Equador;BRUMADINHO;MG;-;25,00;5.431,00;2 - Alteamento a jusante;Alto;Alto;C;Sim;Nível de Emergência 1;2º Campanha 2024 - Não Enviado;Atestado;Campanha 2024 - Não Enviado;Inativa;Embargada
9113;Dique BIII-2;M B L MATERIAIS BASICOS LTDA;19.543.206/0001-96;-20°08'54.160";-44°27'35.942";Sul do Equador;ITATIAIUÇU;MG;-;16,00;1.589,32;0 - Etapa única;Baixo;Baixo;B;Sim;Sem emergência;-;Atestado;-;Ativa;Não Embargada
9114;Dique BIII-3;M B L MATERIAIS BASICOS LTDA;19.543.206/0001-96;-20°08'51.941";-44°27'36.371";Sul do Equador;ITAÚNA;MG;-;24,00;0,00;0 - Etapa única;Médio;Baixo;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
9301;Dique BIII-6;FERROMINAS - MINERAÇÃO LTDA;08.814.720/0001-00;-20°08'48.020";-44°27'15.790";Sul do Equador;ITAÚNA;MG;-;7,50;14.457,60;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9302;Dique BIII-7;FERROMINAS - MINERAÇÃO LTDA;08.814.720/0001-00;-20°08'48.680";-44°27'05.270";Sul do Equador;ITAÚNA;MG;-;7,50;16.557,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8533;Dique BIV-3 - Dique Hércules;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'21.800";-44°26'29.000";Sul do Equador;ITATIAIUÇU;MG;-;13,00;15.524,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9321;Dique Conquistinha;MINERACAO MORRO DO IPE S.A.;22.902.554/0001-17;-20°06'57.240";-44°17'53.170";Sul do Equador;BRUMADINHO;MG;-;5,00;30,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8519;Dique Couves (MUSA);MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'21.200";-44°26'49.500";Sul do Equador;ITATIAIUÇU;MG;-;8,80;3.800,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8490;DIQUE D;Brasmic Mineração Areia e Brita Ltda;22.470.777/0001-52;-19°59'08.000";-44°07'17.300";Sul do Equador;BETIM;MG;Areia e Cascalho;23,00;994.640,00;2 - Alteamento a jusante;Alto;Alto;B;Sim;Nível de Emergência 1;2º Campanha 2024 - Atestado;Não Enviado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Embargada
8520;Dique da Divisa;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°08'10.800";-44°24'18.900";Sul do Equador;ITATIAIUÇU;MG;-;10,00;8.750,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8532;Dique da Mineira;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'01.300";-44°26'09.000";Sul do Equador;ITATIAIUÇU;MG;-;10,20;5.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8521;Dique da Oficina;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'31.200";-44°24'37.700";Sul do Equador;MATEUS LEME;MG;-;12,00;10.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8522;Dique da Oficina II;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'34.500";-44°24'48.600";Sul do Equador;MATEUS LEME;MG;-;9,40;5.600,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9305;Dique de Captação;PEDREIRA UM VALEMIX LTDA;41.716.499/0001-15;-20°01'38.910";-43°25'26.900";Sul do Equador;CATAS ALTAS;MG;-;4,00;13.134,76;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8946;Dique de Concreto;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°07'54.830";-44°22'35.900";Sul do Equador;ITATIAIUÇU;MG;-;4,00;1.600,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8587;Dique de Contenção de Finos;PEDRAS CONGONHAS EXTRACAO ARTE INDUSTRIA LIMITADA;19.695.030/0001-98;-20°06'58.000";-43°52'25.400";Sul do Equador;NOVA LIMA;MG;-;14,87;2.376,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8180;Dique de Contenção de Salmoura;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-10°39'28.200";-37°01'47.400";Sul do Equador;ROSÁRIO DO CATETE;SE;Silvanita;4,00;1.000,45;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
8954;Dique de Contenção de Sedimentos 02;ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A;02.359.572/0004-30;-18°53'23.000";-43°24'19.000";Sul do Equador;CONCEIÇÃO DO MATO DENTRO;MG;-;12,51;348.159,50;0 - Etapa única;Baixo;Alto;AA;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
9433;Dique de Contenção de Sedimentos 03;ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A;02.359.572/0004-30;-18°55'14.984";-43°24'23.663";Sul do Equador;CONCEIÇÃO DO MATO DENTRO;MG;-;15,50;498.534,05;0 - Etapa única;Baixo;Alto;AA;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
9434;Dique de Contenção de Sedimentos 04;ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A;02.359.572/0004-30;-18°55'54.000";-43°24'06.000";Sul do Equador;CONCEIÇÃO DO MATO DENTRO;MG;-;14,60;107.042,73;0 - Etapa única;Baixo;Médio;AA;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
9818;Dique de Contenção de Sedimentos 05;ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A;02.359.572/0004-30;-18°55'68.000";-43°24'04.290";Sul do Equador;CONCEIÇÃO DO MATO DENTRO;MG;-;13,45;214.784,70;0 - Etapa única;Baixo;Médio;AA;Sim;Sem emergência;2º Campanha 2024 - Atestado; - ;-;Ativa;Não Embargada
10189;Dique de Contenção de Sedimentos Crista;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;18.565.382/0001-66;-20°00'23.820";-43°30'24.360";Sul do Equador;SANTA BÁRBARA;MG;-;9,90;33.400,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8467;Dique de Contenção Pilha de Estéril MMR;CSN CIMENTOS BRASIL S.A. Filial: CSN CIMENTOS BRASIL S.A.;60.869.336/0084-44;-21°11'27.800";-43°59'28.500";Sul do Equador;PRADOS;MG;-;0,00;0,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10310;Dique de Finos;CASCAR BRASIL MINERACAO LTDA;08.859.671/0001-14;-06°12'07.495";-36°17'59.078";Sul do Equador;CURRAIS NOVOS;RN;-;14,00;270.115,80;0 - Etapa única;Baixo;Médio;B;Sim;Sem emergência;-; - ;-;Ativa;Não Embargada
8538;Dique de Finos;MINERACAO APOENA S.A.;10.302.599/0001-71;-14°50'57.620";-59°39'29.210";Sul do Equador;VILA BELA DA SANTÍSSIMA TRINDADE;MT;Minério de Ouro Primário;19,00;405.267,10;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
10276;Dique de finos 01 - Depósito Área VIII;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°09'02.030";-47°46'21.842";Sul do Equador;OUVIDOR;GO;-;13,00;0,01;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9370;Dique de finos 01 - Depósito Tamanduá;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°09'03.027";-47°46'55.116";Sul do Equador;OUVIDOR;GO;-;7,00;10.500,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9371;Dique de finos 02 - Depósito Tamanduá;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°09'06.993";-47°46'58.814";Sul do Equador;OUVIDOR;GO;-;14,80;0,01;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9372;Dique de finos 03 - Depósito Tamanduá;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°08'19.663";-47°46'55.691";Sul do Equador;OUVIDOR;GO;-;6,00;600,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9358;Dique de Finos I;AVB MINERACAO LTDA.;07.605.563/0001-52;-06°14'52.779";-49°44'47.639";Sul do Equador;CURIONÓPOLIS;PA;-;5,00;0,01;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8618;DIQUE DE FINOS I;SALOBO METAIS S/A;33.931.478/0001-94;-05°49'02.136";-50°34'01.808";Sul do Equador;MARABÁ;PA;-;11,00;969.524,00;0 - Etapa única;Baixo;Alto;B;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
9359;Dique de Finos II;AVB MINERACAO LTDA.;07.605.563/0001-52;-06°14'41.875";-49°44'40.790";Sul do Equador;CURIONÓPOLIS;PA;-;5,00;17.073,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8628;DIQUE DE FINOS II;SALOBO METAIS S/A;33.931.478/0001-94;-05°49'57.400";-50°32'28.000";Sul do Equador;MARABÁ;PA;-;16,42;3.223.065,35;0 - Etapa única;Baixo;Alto;B;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
8689;DIQUE DE FINOS III;SALOBO METAIS S/A;33.931.478/0001-94;-05°46'46.700";-50°32'19.100";Sul do Equador;MARABÁ;PA;-;16,50;35.708,32;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
9799;Dique de Pedra;VALE S.A.;33.592.510/0001-54;-20°24'07.940";-43°51'06.710";Sul do Equador;OURO PRETO;MG;Minério de Ferro;14,45;498.670,00;0 - Etapa única;Médio;Médio;B;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Inativa;Desembargada
8181;Dique de Resíduos Insóluveis ;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-10°39'26.400";-37°01'52.800";Sul do Equador;ROSÁRIO DO CATETE;SE;Silvanita;5,50;1.105,00;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
8758;DIQUE DE SAÍDA DE CAVA;EMPRESA DE MINERACAO ESPERANCA S A;33.300.971/0001-06;-20°06'43.300";-44°13'12.700";Sul do Equador;BRUMADINHO;MG;-;8,00;11.250,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9135;Dique de Sedimentos da PDE Cava Sul;FERRO + MINERACAO S.A.;21.256.870/0001-04;-20°26'11.430";-43°52'18.450";Sul do Equador;CONGONHAS;MG;-;9,90;10.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8616;DIQUE DO BICHENTO IIIA;CSN MINERACAO S.A.;08.902.291/0001-15;-20°29'06.000";-43°56'00.000";Sul do Equador;CONGONHAS;MG;-;18,20;144.976,00;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
10013;Dique do Dry Stacking;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'29.480";-44°25'35.220";Sul do Equador;ITATIAIUÇU;MG;-;3,88;42.243,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8692;DIQUE DO ENGENHO;CSN MINERACAO S.A.;08.902.291/0001-15;-20°27'23.300";-43°53'40.100";Sul do Equador;CONGONHAS;MG;-;10,00;8.821,00;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Em descaracterização (projeto/obras/monitoramento);Desembargada
8580;DIQUE DO ESMERIL IV;CSN MINERACAO S.A.;08.902.291/0001-15;-20°29'07.000";-43°57'18.000";Sul do Equador;CONGONHAS;MG;-;41,44;103.978,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
9765;Dique do Grotão;BURITIRAMA MINERACAO S.A. FALIDO;27.121.672/0001-01;-05°30'32.687";-50°14'00.427";Sul do Equador;MARABÁ;PA;Minério de Manganês;7,50;68.500,00;2 - Alteamento a jusante;Alto;Médio;B;Sim;Nível de Emergência 1;2º Campanha 2024 - Não Atestado;Não Atestado;-;Em descaracterização (projeto/obras/monitoramento);Embargada
9361;Dique do Puma 01;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°29'06.900";-51°04'39.100";Sul do Equador;PARAUAPEBAS;PA;-;13,60;295.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10193;Dique do Puma 04;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°28'44.522";-51°03'41.313";Sul do Equador;PARAUAPEBAS;PA;-;14,00;156.471,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10237;Dique do Puma 08;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°26'43.403";-51°04'35.378";Sul do Equador;PARAUAPEBAS;PA;-;8,96;23.150,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9477;Dique dos Borges;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°39'11.977";-46°57'22.312";Sul do Equador;ARAXÁ;MG;-;10,00;45.917,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9360;Dique dos Búfalos;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°40'24.340";-46°58'19.196";Sul do Equador;ARAXÁ;MG;-;9,50;22.000,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8523;Dique Flotação;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°08'45.300";-44°24'19.700";Sul do Equador;ITATIAIUÇU;MG;Minério de Ferro;6,00;57.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8526;Dique Intermediário;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'35.400";-44°26'59.800";Sul do Equador;ITATIAIUÇU;MG;-;12,00;12.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
